File,NumProperties,TotalSize,AvgSize,AvgAtomicComplexity,AvgNumAtoms,AvgSimpleAtoms,AvgComparisonAtoms,AvgBooleanAtoms
AirplaneLD-PT-0500,16,453,28.3125,15.875,10.9375,0,5.6875,1.5
AirplaneLD-PT-1000,16,475,29.6875,14.6875,8.375,0,4.4375,1.9375
AirplaneLD-PT-2000,16,514,32.125,19.0625,10.8125,0,6.625,1.9375
AirplaneLD-PT-4000,16,332,20.75,11.125,7.5,0,3.875,1.125
Anderson-PT-04,16,268,16.75,8.3125,6.25,0,2.9375,0.8125
Anderson-PT-05,16,312,19.5,10.875,7.6875,0,3.9375,1
Anderson-PT-06,16,275,17.1875,9.5,6,0,3.625,0.75
Anderson-PT-07,16,385,24.0625,13.375,9.1875,0,3.875,1.875
Anderson-PT-08,16,334,20.875,11.1875,8.3125,0,3.25,1.5625
Anderson-PT-09,16,405,25.3125,12.75,9.4375,0,4.3125,1.375
Anderson-PT-10,16,445,27.8125,15.6875,12.25,0,5.125,1.8125
Anderson-PT-11,16,384,24,13.375,10.5,0,4.8125,1.25
Anderson-PT-12,16,415,25.9375,14.9375,11.1875,0,4.5625,1.9375
Angiogenesis-PT-01,16,312,19.5,11.1875,6.625,0,4,1.0625
Angiogenesis-PT-05,16,391,24.4375,12.5625,7.75,0,4.3125,1.3125
Angiogenesis-PT-10,16,373,23.3125,13,7.625,0,4.4375,1.375
Angiogenesis-PT-15,16,432,27,14.1875,8.875,0,4.75,1.5625
Angiogenesis-PT-20,16,456,28.5,15.5,8.625,0,5.125,1.75
Angiogenesis-PT-25,16,395,24.6875,12.9375,8.25,0,4.3125,1.4375
Angiogenesis-PT-50,16,475,29.6875,15.5,10.1875,0,4.9375,1.875
AutoFlight-PT-01a,16,494,30.875,15.3125,8.8125,0,4.75,1.9375
AutoFlight-PT-01b,16,421,26.3125,15.0625,10.4375,0,5,1.6875
AutoFlight-PT-02a,16,387,24.1875,13.1875,8.875,0,4.25,1.5625
AutoFlight-PT-02b,16,452,28.25,15.375,11.625,0,5.0625,1.75
AutoFlight-PT-03a,16,353,22.0625,11.375,7,0,4,1.125
AutoFlight-PT-03b,16,343,21.4375,11.3125,8.4375,0,4.0625,1.0625
AutoFlight-PT-04a,16,351,21.9375,11.8125,7.8125,0,4.125,1.1875
AutoFlight-PT-04b,16,402,25.125,13.375,10.0625,0,4.25,1.625
AutoFlight-PT-05a,16,345,21.5625,11,7.3125,0,4.1875,0.875
AutoFlight-PT-05b,16,344,21.5,10.9375,7.125,0,3.875,1.0625
AutoFlight-PT-06a,16,520,32.5,17.0625,12.75,0,6,1.6875
AutoFlight-PT-06b,16,295,18.4375,9.375,6.5625,0,2.625,1.375
AutoFlight-PT-12a,16,455,28.4375,15.8125,11.5625,0,5.375,1.6875
AutoFlight-PT-12b,16,542,33.875,18.4375,13.5625,0,6.3125,1.9375
AutoFlight-PT-24a,16,384,24,13.125,10,0,4.125,1.625
AutoFlight-PT-24b,16,449,28.0625,14.875,11.1875,0,5.5625,1.25
AutoFlight-PT-48a,16,312,19.5,10,7.5625,0,3.5,1
AutoFlight-PT-48b,16,449,28.0625,15.125,11.875,0,5.3125,1.5
AutoFlight-PT-96a,16,405,25.3125,13.5625,10.4375,0,4.4375,1.5625
AutoFlight-PT-96b,16,381,23.8125,11.0625,9.375,0,3.75,1.1875
AutonomousCar-PT-01a,16,313,19.5625,9.4375,5.9375,0,3.125,1.0625
AutonomousCar-PT-01b,16,369,23.0625,14,10.0625,0,5.125,1.25
AutonomousCar-PT-02a,16,400,25,13.6875,7.6875,0,4.6875,1.4375
AutonomousCar-PT-02b,16,305,19.0625,10.4375,6.875,0,3.8125,0.9375
AutonomousCar-PT-03a,16,527,32.9375,17.25,11.375,0,4.875,2.5
AutonomousCar-PT-03b,16,409,25.5625,13.75,10.375,0,4.4375,1.625
AutonomousCar-PT-04a,16,257,16.0625,8.6875,6.25,0,3.5,0.5625
AutonomousCar-PT-04b,16,256,16,8.25,5.75,0,3,0.75
AutonomousCar-PT-05a,16,472,29.5,17.5,11.25,0,5.375,2.25
AutonomousCar-PT-05b,16,373,23.3125,14.5,10.0625,0,5.375,1.25
AutonomousCar-PT-06a,16,440,27.5,15,9.75,0,4.875,1.75
AutonomousCar-PT-06b,16,430,26.875,14.5625,11.5,0,4.9375,1.5625
AutonomousCar-PT-07a,16,316,19.75,9.6875,7.375,0,3.4375,0.9375
AutonomousCar-PT-07b,16,404,25.25,13.625,9.6875,0,4,1.875
AutonomousCar-PT-08a,16,332,20.75,10.375,6.8125,0,3.3125,1.25
AutonomousCar-PT-08b,16,359,22.4375,12.3125,8.375,0,4.1875,1.3125
AutonomousCar-PT-09a,16,396,24.75,13.8125,9.5,0,4.375,1.6875
AutonomousCar-PT-09b,16,417,26.0625,14,10.125,0,4.375,1.75
AutonomousCar-PT-10a,16,336,21,10.375,7.1875,0,3.125,1.375
AutonomousCar-PT-10b,16,458,28.625,15.5625,11.25,0,5.0625,1.8125
BART-COL-002,16,453,28.3125,15.4375,3.25,0,4.4375,2.1875
BART-COL-005,16,292,18.25,10.3125,3,0,3.75,0.9375
BART-COL-010,16,404,25.25,13.6875,3.25,0,4.3125,1.6875
BART-COL-020,16,326,20.375,10.0625,2.6875,0,3.625,0.9375
BART-COL-030,16,313,19.5625,10.625,2.875,0,3.8125,1
BART-COL-040,16,354,22.125,11.6875,2.875,0,3.875,1.3125
BART-COL-050,16,502,31.375,16.875,3.25,0,6.1875,1.5
BART-COL-060,16,372,23.25,12.125,3.125,0,4.75,0.875
BART-PT-002,16,418,26.125,13.8125,6.4375,0,4,1.9375
BART-PT-005,16,277,17.3125,8.8125,4.8125,0,3.1875,0.8125
BART-PT-010,16,441,27.5625,14.875,5.5625,0,5.1875,1.5
BART-PT-020,16,336,21,11.0625,5.3125,0,4.3125,0.8125
BART-PT-030,16,323,20.1875,11.25,5.625,0,4.3125,0.875
BART-PT-040,16,508,31.75,16.75,7.875,0,5.1875,2.125
BART-PT-050,16,335,20.9375,10.6875,4.5625,0,3.75,1.0625
BART-PT-060,16,345,21.5625,11.4375,5.6875,0,4.125,1.0625
BridgeAndVehicles-COL-V04P05N02,16,475,29.6875,15.9375,6.75,0,4.6875,2.1875
BridgeAndVehicles-COL-V10P10N10,16,362,22.625,10.625,5.6875,0,3.4375,1.25
BridgeAndVehicles-COL-V20P10N10,16,446,27.875,15.875,7.3125,0,4.75,2.125
BridgeAndVehicles-COL-V20P10N20,16,418,26.125,13.75,6.8125,0,4.625,1.5
BridgeAndVehicles-COL-V20P10N50,16,397,24.8125,12.1875,6.5,0,4.3125,1.1875
BridgeAndVehicles-COL-V20P20N10,16,382,23.875,12.875,6.75,0,4.1875,1.5
BridgeAndVehicles-COL-V20P20N20,16,500,31.25,17.4375,7.875,0,5.4375,2.1875
BridgeAndVehicles-COL-V20P20N50,16,302,18.875,9.375,5.1875,0,3.375,0.875
BridgeAndVehicles-COL-V50P20N10,16,410,25.625,11.4375,6.125,0,3.9375,1.1875
BridgeAndVehicles-COL-V50P20N20,16,446,27.875,14.3125,6.0625,0,4.625,1.6875
BridgeAndVehicles-COL-V50P20N50,16,260,16.25,8.5,4.5625,0,2.75,1
BridgeAndVehicles-COL-V50P50N10,16,411,25.6875,14.375,6.8125,0,4.9375,1.5
BridgeAndVehicles-COL-V50P50N20,16,274,17.125,8.9375,5.0625,0,2.875,1.0625
BridgeAndVehicles-COL-V50P50N50,16,386,24.125,12.8125,6.1875,0,4.4375,1.3125
BridgeAndVehicles-COL-V80P20N10,16,337,21.0625,11.1875,6.25,0,3.8125,1.1875
BridgeAndVehicles-COL-V80P20N20,16,523,32.6875,17.3125,7.8125,0,5.9375,1.8125
BridgeAndVehicles-COL-V80P20N50,16,369,23.0625,12.8125,6.4375,0,4.4375,1.3125
BridgeAndVehicles-COL-V80P50N10,16,347,21.6875,11.375,5.3125,0,4,1.125
BridgeAndVehicles-COL-V80P50N20,16,257,16.0625,8.875,5,0,3.3125,0.75
BridgeAndVehicles-COL-V80P50N50,16,392,24.5,12.375,6.5625,0,3.375,1.875
BridgeAndVehicles-PT-V04P05N02,16,418,26.125,14.1875,7.0625,0,4.1875,1.9375
BridgeAndVehicles-PT-V10P10N10,16,391,24.4375,12.5625,7.0625,0,3.375,1.9375
BridgeAndVehicles-PT-V20P10N10,16,400,25,13.875,8,0,4.875,1.375
BridgeAndVehicles-PT-V20P10N20,16,505,31.5625,17.25,10.5625,0,5.8125,1.875
BridgeAndVehicles-PT-V20P10N50,16,364,22.75,11,7.375,0,3.8125,1.125
BridgeAndVehicles-PT-V20P20N10,16,359,22.4375,12,7.25,0,3.9375,1.375
BridgeAndVehicles-PT-V20P20N20,16,479,29.9375,16,8.625,0,5,2
BridgeAndVehicles-PT-V20P20N50,16,322,20.125,10.25,6.3125,0,3.625,1
BridgeAndVehicles-PT-V50P20N10,16,461,28.8125,13.875,7.875,0,4.5,1.625
BridgeAndVehicles-PT-V50P20N20,16,470,29.375,15.9375,9.1875,0,5.4375,1.6875
BridgeAndVehicles-PT-V50P20N50,16,226,14.125,7.5,4.5,0,2.8125,0.625
BridgeAndVehicles-PT-V50P50N10,16,330,20.625,11.4375,6.4375,0,4.125,1.0625
BridgeAndVehicles-PT-V50P50N20,16,306,19.125,9.875,6.5,0,3.0625,1.25
BridgeAndVehicles-PT-V50P50N50,16,434,27.125,14.75,8.625,0,4.75,1.75
BridgeAndVehicles-PT-V80P20N10,16,323,20.1875,11.375,7.375,0,4.375,0.875
BridgeAndVehicles-PT-V80P20N20,16,418,26.125,13.0625,7.6875,0,4.375,1.4375
BridgeAndVehicles-PT-V80P20N50,16,360,22.5,11.3125,6.75,0,3.6875,1.3125
BridgeAndVehicles-PT-V80P50N10,16,445,27.8125,15.25,9.1875,0,5.375,1.5
BridgeAndVehicles-PT-V80P50N20,16,383,23.9375,13.3125,8.4375,0,5.4375,0.8125
BridgeAndVehicles-PT-V80P50N50,16,335,20.9375,11.9375,7.3125,0,4,1.3125
BugTracking-PT-q3m002,16,439,27.4375,14.5,11,0,5.1875,1.375
BugTracking-PT-q3m004,16,390,24.375,12.4375,9.8125,0,4.25,1.3125
BugTracking-PT-q3m008,16,487,30.4375,15.875,11.875,0,5.6875,1.5
BugTracking-PT-q3m016,16,403,25.1875,13.8125,10.1875,0,4.75,1.4375
BugTracking-PT-q3m032,16,496,31,16.5625,11.875,0,5.375,1.9375
BugTracking-PT-q3m064,16,532,33.25,17.9375,12.8125,0,5.875,2.0625
BugTracking-PT-q3m128,16,329,20.5625,10.625,7.625,0,4,0.875
BugTracking-PT-q3m256,16,455,28.4375,16.625,12.3125,0,5.6875,1.75
BugTracking-PT-q8m002,16,478,29.875,15.8125,12.8125,0,5,1.9375
BugTracking-PT-q8m004,16,422,26.375,14.0625,11.1875,0,4.6875,1.5625
BugTracking-PT-q8m008,16,648,40.5,23.1875,16.5,0,7.1875,2.9375
BugTracking-PT-q8m016,16,515,32.1875,18,12.9375,0,6.375,1.75
BugTracking-PT-q8m032,16,420,26.25,13.875,11.1875,0,4.5,1.625
BugTracking-PT-q8m064,16,398,24.875,12.75,9.25,0,3.9375,1.625
BugTracking-PT-q8m128,16,359,22.4375,11.75,8.3125,0,3.625,1.5
BugTracking-PT-q8m256,16,431,26.9375,14.0625,9.875,0,4.6875,1.5625
BusinessProcesses-PT-01,16,524,32.75,18.75,12.5625,0,6.5625,1.875
BusinessProcesses-PT-02,16,515,32.1875,16.8125,13,0,4.5625,2.5625
BusinessProcesses-PT-03,16,417,26.0625,13.6875,9.75,0,4.3125,1.6875
BusinessProcesses-PT-04,16,371,23.1875,12.375,8.1875,0,4.3125,1.25
BusinessProcesses-PT-05,16,299,18.6875,9.9375,7.4375,0,3.5625,0.9375
BusinessProcesses-PT-06,16,552,34.5,19.3125,13.625,0,6.75,1.9375
BusinessProcesses-PT-07,16,418,26.125,14.0625,9.625,0,5.0625,1.3125
BusinessProcesses-PT-08,16,396,24.75,13.4375,10.0625,0,4.375,1.5625
BusinessProcesses-PT-09,16,285,17.8125,9.3125,7.0625,0,2.875,1.1875
BusinessProcesses-PT-10,16,453,28.3125,14.75,10.5,0,4.5625,1.875
BusinessProcesses-PT-11,16,432,27,14.375,10.9375,0,4.5625,1.75
BusinessProcesses-PT-12,16,412,25.75,13,9.0625,0,4.625,1.25
BusinessProcesses-PT-13,16,277,17.3125,9.375,6.875,0,3.1875,1
BusinessProcesses-PT-14,16,350,21.875,12.1875,9.0625,0,3.9375,1.4375
BusinessProcesses-PT-15,16,353,22.0625,12,8.9375,0,3.375,1.75
BusinessProcesses-PT-16,16,515,32.1875,16.8125,13.0625,0,5.5,1.9375
BusinessProcesses-PT-17,16,460,28.75,14.8125,11,0,5.0625,1.5625
BusinessProcesses-PT-18,16,339,21.1875,10.8125,7.5625,0,4,0.9375
BusinessProcesses-PT-19,16,381,23.8125,12.8125,8.8125,0,4.8125,1.0625
BusinessProcesses-PT-20,16,426,26.625,14.75,10.875,0,4.75,1.75
CANConstruction-PT-005,16,588,36.75,19.75,13.5625,0,6.875,2
CANConstruction-PT-010,16,389,24.3125,12.8125,9.25,0,3.875,1.6875
CANConstruction-PT-020,16,422,26.375,13.75,9.875,0,4.4375,1.625
CANConstruction-PT-030,16,359,22.4375,11.4375,7.9375,0,3.5625,1.4375
CANConstruction-PT-040,16,490,30.625,16.75,12.5,0,5.375,2
CANConstruction-PT-050,16,377,23.5625,12.5625,9.3125,0,4.3125,1.3125
CANConstruction-PT-060,16,493,30.8125,16.125,13,0,5.0625,2
CANConstruction-PT-070,16,419,26.1875,13.9375,9.5625,0,4.8125,1.4375
CANConstruction-PT-080,16,413,25.8125,13.8125,10.6875,0,4.5625,1.5625
CANConstruction-PT-090,16,438,27.375,14.75,10.6875,0,4.75,1.75
CANConstruction-PT-100,16,340,21.25,12.25,9.125,0,4.25,1.25
CANInsertWithFailure-PT-005,16,337,21.0625,11.875,8.25,0,4.4375,1
CANInsertWithFailure-PT-010,16,421,26.3125,13.4375,9.5625,0,4,1.8125
CANInsertWithFailure-PT-020,16,356,22.25,12.375,9.4375,0,4.125,1.375
CANInsertWithFailure-PT-030,16,367,22.9375,12.25,8.625,0,4.25,1.25
CANInsertWithFailure-PT-040,16,356,22.25,12.75,8.875,0,4.3125,1.375
CANInsertWithFailure-PT-050,16,423,26.4375,14.4375,10.25,0,4.875,1.5625
CANInsertWithFailure-PT-060,16,334,20.875,10.9375,8.625,0,3.6875,1.1875
CANInsertWithFailure-PT-070,16,455,28.4375,15.1875,10.8125,0,5.0625,1.6875
CANInsertWithFailure-PT-080,16,437,27.3125,15.3125,11.1875,0,4.75,1.9375
CANInsertWithFailure-PT-090,16,491,30.6875,15.9375,12.1875,0,5.25,1.8125
CANInsertWithFailure-PT-100,16,375,23.4375,12.5,9.375,0,3.4375,1.875
CO4-PT-01,16,309,19.3125,9.9375,7.25,0,3.5625,0.9375
CO4-PT-02,16,422,26.375,14.125,9.3125,0,4.625,1.625
CO4-PT-03,16,457,28.5625,15.875,10.875,0,5.125,1.875
CO4-PT-04,16,479,29.9375,17.6875,11.75,0,6.125,1.8125
CO4-PT-05,16,517,32.3125,16.9375,11.1875,0,5.5625,1.9375
CO4-PT-06,16,315,19.6875,10.875,8.0625,0,3.9375,1
CO4-PT-07,16,331,20.6875,10.3125,7.25,0,3.375,1.1875
CO4-PT-08,16,352,22,11.9375,8.1875,0,3.8125,1.4375
CO4-PT-09,16,353,22.0625,11.375,8.75,0,3.8125,1.25
CO4-PT-10,16,348,21.75,11.9375,8.75,0,3.8125,1.4375
CO4-PT-11,16,357,22.3125,12,8.6875,0,4.3125,1.125
CO4-PT-12,16,492,30.75,16.625,12.75,0,6.0625,1.5
CO4-PT-13,16,400,25,13.375,9.875,0,4.8125,1.25
CO4-PT-14,16,314,19.625,10.625,8.125,0,3.0625,1.5
CO4-PT-15,16,323,20.1875,10.9375,7.75,0,3.5,1.3125
CO4-PT-16,16,508,31.75,18.6875,13.5625,0,6.25,2.0625
CO4-PT-17,16,343,21.4375,11.6875,8.8125,0,4.25,1.0625
CO4-PT-18,16,316,19.75,10.4375,7.75,0,4.1875,0.6875
CO4-PT-19,16,395,24.6875,12.875,9.5,0,4.375,1.375
CO4-PT-20,16,436,27.25,14.3125,10.5,0,4.625,1.6875
CO4-PT-21,16,314,19.625,10.375,7.1875,0,3.5,1.125
CSRepetitions-COL-02,16,397,24.8125,12.25,3.8125,0,3.3125,1.875
CSRepetitions-COL-03,16,348,21.75,12.125,3.9375,0,4.5625,1
CSRepetitions-COL-04,16,461,28.8125,16,4.75,0,4.8125,2.125
CSRepetitions-COL-05,16,281,17.5625,9.1875,3.5,0,3.375,0.8125
CSRepetitions-COL-07,16,342,21.375,11.375,3.5,0,4.375,0.875
CSRepetitions-COL-10,16,316,19.75,9.5,3.75,0,3.25,1
CSRepetitions-PT-02,16,356,22.25,11.0625,5.25,0,3.5625,1.3125
CSRepetitions-PT-03,16,408,25.5,13.5625,6.4375,0,4.625,1.4375
CSRepetitions-PT-04,16,434,27.125,14.9375,7.375,0,4.9375,1.6875
CSRepetitions-PT-05,16,323,20.1875,10.6875,5.6875,0,3.75,1.0625
CSRepetitions-PT-07,16,463,28.9375,14.6875,8.0625,0,4.8125,1.6875
CSRepetitions-PT-10,16,534,33.375,18.25,11.1875,0,5.1875,2.625
CircadianClock-PT-000001,16,353,22.0625,11.8125,5.8125,0,4.125,1.1875
CircadianClock-PT-000010,16,306,19.125,10.3125,5.25,0,3.375,1.1875
CircadianClock-PT-000100,16,302,18.875,9.625,5.125,0,3.3125,1
CircadianClock-PT-001000,16,389,24.3125,13.0625,5.9375,0,4.5625,1.3125
CircadianClock-PT-010000,16,367,22.9375,13.1875,6.1875,0,5,1.0625
CircadianClock-PT-100000,16,332,20.75,12.4375,5.8125,0,4.4375,1.1875
CircularTrains-PT-012,16,420,26.25,16.25,7.8125,0,5.5,1.75
CircularTrains-PT-024,16,264,16.5,8.875,6,0,2.9375,1
CircularTrains-PT-048,16,523,32.6875,17.375,11,0,5.6875,2
CircularTrains-PT-096,16,366,22.875,12.125,7.9375,0,3.625,1.625
CircularTrains-PT-192,16,403,25.1875,13.25,9.5625,0,4.375,1.5
CircularTrains-PT-384,16,330,20.625,10.5,7.3125,0,3.5625,1.125
CircularTrains-PT-768,16,339,21.1875,11.125,7.8125,0,4.4375,0.75
ClientsAndServers-PT-N0001P0,16,460,28.75,15.8125,7.9375,0,4.8125,2.0625
ClientsAndServers-PT-N0002P0,16,337,21.0625,11,7.0625,0,3.8125,1.125
ClientsAndServers-PT-N0002P1,16,484,30.25,16.75,9.3125,0,5.1875,2.125
ClientsAndServers-PT-N0005P0,16,400,25,13.625,7.5,0,4.375,1.625
ClientsAndServers-PT-N0005P1,16,389,24.3125,13.875,8,0,5.0625,1.25
ClientsAndServers-PT-N0010P0,16,376,23.5,12,7.3125,0,3.9375,1.375
ClientsAndServers-PT-N0010P1,16,470,29.375,16.125,9.0625,0,6,1.375
ClientsAndServers-PT-N0010P2,16,459,28.6875,13.75,7.1875,0,4.625,1.5
ClientsAndServers-PT-N0020P0,16,425,26.5625,14.375,8.25,0,4.9375,1.5
ClientsAndServers-PT-N0020P1,16,329,20.5625,9.6875,6.25,0,3.0625,1.1875
ClientsAndServers-PT-N0020P2,16,464,29,15.5625,9.3125,0,5.0625,1.8125
ClientsAndServers-PT-N0020P3,16,391,24.4375,13.125,7.4375,0,4.125,1.625
ClientsAndServers-PT-N0020P4,16,389,24.3125,12.5625,6.4375,0,3.9375,1.5625
ClientsAndServers-PT-N0050P0,16,303,18.9375,9.6875,6,0,3.0625,1.1875
ClientsAndServers-PT-N0100P0,16,326,20.375,10.8125,6.4375,0,4,0.9375
ClientsAndServers-PT-N0200P0,16,372,23.25,11.375,7.125,0,3.8125,1.25
ClientsAndServers-PT-N0500P0,16,374,23.375,11.6875,8.0625,0,3.5,1.5625
ClientsAndServers-PT-N1000P0,16,360,22.5,11.3125,6.1875,0,3.875,1.1875
ClientsAndServers-PT-N2000P0,16,449,28.0625,16.1875,8.5625,0,4.8125,2.1875
ClientsAndServers-PT-N5000P0,16,472,29.5,15.4375,9.25,0,5.5625,1.4375
CloudDeployment-PT-2a,16,368,23,12.125,8.25,0,4.375,1.125
CloudDeployment-PT-2b,16,378,23.625,12,9,0,4.3125,1.125
CloudDeployment-PT-3a,16,316,19.75,9.8125,7.375,0,2.9375,1.3125
CloudDeployment-PT-3b,16,359,22.4375,11.875,9.4375,0,3.6875,1.5
CloudDeployment-PT-4a,16,511,31.9375,15.6875,12.4375,0,4.75,2.0625
CloudDeployment-PT-4b,16,434,27.125,13.9375,10.25,0,4.8125,1.4375
CloudDeployment-PT-5a,16,360,22.5,12.375,8.5625,0,4.5,1.125
CloudDeployment-PT-5b,16,358,22.375,11.3125,8.5,0,3.5,1.4375
CloudDeployment-PT-6a,16,506,31.625,15.8125,12.9375,0,5,1.9375
CloudDeployment-PT-6b,16,518,32.375,18.75,15.3125,0,6,2.25
CloudDeployment-PT-7a,16,392,24.5,13.5625,9.0625,0,4.625,1.4375
CloudDeployment-PT-7b,16,364,22.75,12.9375,9.9375,0,3.9375,1.6875
CloudOpsManagement-PT-00002by00001,16,416,26,13.8125,8.25,0,4.75,1.4375
CloudOpsManagement-PT-00005by00002,16,413,25.8125,14.0625,8.25,0,4.6875,1.5625
CloudOpsManagement-PT-00010by00005,16,262,16.375,8.4375,5.5625,0,3.375,0.5625
CloudOpsManagement-PT-00020by00010,16,316,19.75,9.375,5.6875,0,3,1.125
CloudOpsManagement-PT-00040by00020,16,332,20.75,10.9375,6,0,4.0625,0.9375
CloudOpsManagement-PT-00080by00040,16,357,22.3125,11.25,6.875,0,3,1.75
CloudOpsManagement-PT-00160by00080,16,349,21.8125,12.0625,6.875,0,3.5,1.6875
CloudOpsManagement-PT-00320by00160,16,338,21.125,10.9375,7.1875,0,3.6875,1.1875
CloudOpsManagement-PT-00640by00320,16,452,28.25,15.1875,8.5625,0,5.4375,1.4375
CloudOpsManagement-PT-01280by00640,16,488,30.5,16.8125,9.0625,0,5.3125,2.0625
CloudOpsManagement-PT-02560by01280,16,469,29.3125,16.25,9.8125,0,5.3125,1.875
CloudOpsManagement-PT-05120by02560,16,408,25.5,13.375,7.6875,0,4.625,1.375
CloudOpsManagement-PT-10240by05120,16,372,23.25,11.1875,7.1875,0,3.625,1.3125
CloudOpsManagement-PT-20480by10240,16,620,38.75,21.6875,10.9375,0,7,2.5625
CloudReconfiguration-PT-301,16,388,24.25,13.875,10.0625,0,4.5,1.625
CloudReconfiguration-PT-302,16,508,31.75,16.75,11.625,0,5.75,1.75
CloudReconfiguration-PT-303,16,339,21.1875,12.25,8.1875,0,4.25,1.25
CloudReconfiguration-PT-304,16,388,24.25,12,8.4375,0,4.3125,1.125
CloudReconfiguration-PT-305,16,448,28,15.125,11.1875,0,4.9375,1.75
CloudReconfiguration-PT-306,16,338,21.125,10.6875,8.75,0,3.375,1.3125
CloudReconfiguration-PT-307,16,414,25.875,13.5,10.625,0,4.125,1.75
CloudReconfiguration-PT-308,16,288,18,9.75,7.25,0,3.375,1
CloudReconfiguration-PT-309,16,466,29.125,15.875,11.5625,0,5.125,1.875
CloudReconfiguration-PT-310,16,337,21.0625,11,7.9375,0,3.625,1.25
CloudReconfiguration-PT-311,16,433,27.0625,14.375,9.9375,0,4.9375,1.5
CloudReconfiguration-PT-312,16,439,27.4375,14.5,10.5625,0,4.625,1.75
CloudReconfiguration-PT-313,16,417,26.0625,14.6875,10.5,0,4.4375,1.9375
CloudReconfiguration-PT-314,16,483,30.1875,16.375,12.9375,0,4.8125,2.25
CloudReconfiguration-PT-315,16,374,23.375,12.5625,8.375,0,4.5,1.1875
CloudReconfiguration-PT-316,16,438,27.375,15,10.625,0,4.5,2
CloudReconfiguration-PT-317,16,324,20.25,11.125,8.125,0,4.0625,1
CloudReconfiguration-PT-318,16,357,22.3125,12.125,9.4375,0,4.1875,1.25
CloudReconfiguration-PT-319,16,364,22.75,11.625,9.125,0,3.9375,1.25
CloudReconfiguration-PT-320,16,510,31.875,16,11.3125,0,5.75,1.5
CloudReconfiguration-PT-401,16,417,26.0625,13.875,9.75,0,4.5,1.625
CloudReconfiguration-PT-402,16,333,20.8125,10.9375,7.75,0,3.6875,1.1875
CryptoMiner-COL-D03N000,16,383,23.9375,12.6875,1.875,0,3.8125,1.6875
CryptoMiner-COL-D03N010,16,376,23.5,11.9375,2.625,0,4,1.3125
CryptoMiner-COL-D03N100,16,350,21.875,11.625,2.5625,0,4.125,1.125
CryptoMiner-COL-D05N000,16,384,24,11.875,1.75,0,3.875,1.375
CryptoMiner-COL-D05N100,16,310,19.375,11,2.1875,0,3.625,1.25
